Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,39.827702,40.900398,40.900398,40.900398,40.900398,0
2000-01-04,40.889801,40.889801,40.889801,40.889801,40.889801,0
2000-01-05,39.562199,39.562199,39.562199,39.562199,39.562199,0
2000-01-06,39.296700,39.296700,39.296700,39.296700,39.296700,0
2000-01-07,39.296700,39.827702,39.827702,39.827702,39.827702,0
2000-01-10,39.827702,39.827702,38.765701,39.296700,39.296700,188
2000-01-11,39.296700,40.358799,39.827702,40.358799,40.358799,188
2000-01-12,40.358799,40.358799,40.358799,40.093300,40.093300,38
2000-01-13,40.093300,40.093300,40.093300,40.093300,40.093300,0
2000-01-14,39.296700,39.296700,39.296700,39.296700,39.296700,94
2000-01-18,38.765701,38.765701,38.765701,39.031200,39.031200,141
2000-01-19,39.031200,39.031200,39.031200,39.031200,39.031200,188
2000-01-20,39.031200,39.031200,38.765701,38.765701,38.765701,122
2000-01-21,38.760300,38.760300,38.760300,38.760300,38.760300,0
2000-01-24,38.712601,38.712601,38.712601,38.712601,38.712601,0
2000-01-25,38.229301,38.229301,38.229301,38.229301,38.229301,0
2000-01-26,37.172600,37.172600,37.172600,37.172600,37.172600,0
2000-01-27,36.110500,36.110500,36.110500,36.110500,36.110500,0
2000-01-28,36.110500,36.110500,36.110500,36.110500,36.110500,0
2000-01-31,35.579399,35.579399,35.579399,35.579399,35.579399,188
2000-02-01,36.641499,36.641499,36.641499,36.583099,36.583099,94
2000-02-02,36.535301,36.641499,36.110500,36.110500,36.110500,377
2000-02-03,35.579399,35.579399,35.579399,35.579399,35.579399,0
2000-02-04,36.641499,36.641499,36.641499,36.641499,36.641499,0
2000-02-07,38.234600,38.234600,38.234600,38.234600,38.234600,0
2000-02-08,38.234600,38.234600,38.234600,38.234600,38.234600,0
2000-02-09,38.765701,38.765701,38.765701,38.765701,38.765701,0
2000-02-10,39.827702,39.827702,39.827702,39.827702,39.827702,0
2000-02-11,39.827702,39.827702,39.827702,39.827702,39.827702,0
2000-02-14,39.827702,41.420799,40.624298,40.889801,40.889801,188
2000-02-15,40.889801,40.889801,40.889801,40.889801,40.889801,0
2000-02-16,40.889801,40.889801,40.889801,40.889801,40.889801,0
2000-02-17,40.889801,40.358799,40.358799,40.358799,40.358799,0
2000-02-18,40.358799,40.358799,40.358799,40.358799,40.358799,0
2000-02-22,38.765701,38.765701,38.765701,38.765701,38.765701,56
2000-02-23,38.765701,38.765701,38.765701,38.765701,38.765701,0
2000-02-24,38.234600,38.500099,38.500099,38.500099,38.500099,0
2000-02-25,38.500099,38.500099,38.500099,38.500099,38.500099,0
2000-02-28,38.500099,40.358799,40.358799,40.358799,40.358799,0
2000-02-29,39.827702,39.827702,39.827702,39.827702,39.827702,0
2000-03-01,39.827702,39.827702,39.827702,39.827702,39.827702,0
2000-03-02,39.827702,39.827702,39.827702,39.827702,39.827702,0
2000-03-03,39.827702,39.827702,39.827702,39.827702,39.827702,0
2000-03-06,39.562199,38.765701,38.234600,38.765701,38.765701,188
2000-03-07,38.234600,38.234600,38.234600,38.234600,38.234600,0
2000-03-08,37.703602,37.703602,37.703602,37.703602,37.703602,0
2000-03-09,37.703602,37.703602,37.703602,37.703602,37.703602,0
2000-03-10,37.703602,37.703602,37.703602,37.703602,37.703602,0
2000-03-13,37.703602,37.703602,37.703602,37.703602,37.703602,0
2000-03-14,37.703602,37.703602,37.703602,37.703602,37.703602,0
2000-03-15,37.703602,37.703602,37.703602,37.703602,37.703602,0
2000-03-16,37.703602,37.703602,37.703602,37.703602,37.703602,0
2000-03-17,37.703602,37.703602,37.703602,37.703602,37.703602,0
2000-03-20,37.172600,37.172600,37.172600,37.172600,37.172600,0
2000-03-21,37.172600,37.172600,37.172600,37.172600,37.172600,0
2000-03-22,37.172600,37.172600,37.172600,37.172600,37.172600,0
2000-03-23,35.313900,35.313900,35.313900,35.313900,35.313900,68
2000-03-24,35.048401,35.048401,35.048401,35.048401,35.048401,0
2000-03-27,35.048401,35.048401,35.048401,35.048401,35.048401,0
2000-03-28,35.579399,35.579399,35.579399,35.579399,35.579399,0
2000-03-29,35.579399,35.579399,35.579399,35.579399,35.579399,0
2000-03-30,35.048401,35.048401,35.048401,35.048401,35.048401,0
2000-03-31,35.048401,35.048401,35.048401,35.048401,35.048401,0
2000-04-03,35.579399,35.579399,35.579399,35.579399,35.579399,0
2000-04-04,35.579399,35.579399,35.579399,35.579399,35.579399,0
2000-04-05,36.641499,36.641499,36.641499,36.641499,36.641499,0
2000-04-06,36.641499,36.641499,36.641499,36.641499,36.641499,0
2000-04-07,36.375999,36.375999,36.375999,36.375999,36.375999,0
2000-04-10,36.110500,38.765701,36.110500,37.703602,37.703602,377
2000-04-11,37.703602,37.703602,37.703602,37.703602,37.703602,188
2000-04-12,37.703602,37.703602,37.703602,37.703602,37.703602,0
2000-04-13,37.172600,37.172600,37.172600,37.172600,37.172600,56
2000-04-14,36.110500,36.110500,35.048401,35.048401,35.048401,96
2000-04-17,30.800100,30.800100,30.800100,30.800100,30.800100,0
2000-04-18,31.331200,31.862200,31.862200,31.862200,31.862200,0
2000-04-19,31.862200,31.862200,31.862200,31.862200,31.862200,0
2000-04-20,31.862200,31.862200,31.862200,31.862200,31.862200,0
2000-04-24,31.862200,31.862200,31.862200,31.862200,31.862200,0
2000-04-25,31.862200,31.862200,31.862200,31.862200,31.862200,0
2000-04-26,31.862200,31.862200,31.862200,31.862200,31.862200,0
2000-04-27,31.862200,31.862200,31.862200,31.862200,31.862200,0
